street,winner,total_pot,is_button,bets,bets_amount,raises,raises_amount,calls,checks,"initial_stack,",id
River,Jafeeio,48.4,false,2,20.0,1,2.0,3,4,200.0,134354467605
PreFlop,Predators999,38.0,false,0,0,3,26.0,0,0,241.16,134354517891
PreFlop,4getDa$,12.0,false,0,0,2,7.0,0,0,200.72,134354573867
PreFlop,mojitos86,5.0,true,0,0,1,2.0,0,0,115.41,134354761353
PreFlop,mojitos86,4.0,false,0,0,1,2.0,0,0,113.41,134354708264
River,Zockermicha,81.06,true,2,32.53,1,2.0,5,6,200.0,134354805720
Flop,Xagua,13.0,false,1,8.0,1,2.0,1,0,69.0,134355031768
Flop,Predators999,73.0,false,1,43.0,2,7.0,4,1,258.16,134354915066
Flop,mojitos86,15.0,false,1,10.0,1,2.0,1,0,96.41,134355077827
PreFlop,Zockermicha,5.0,false,0,0,1,2.0,0,0,241.73,134355131491
PreFlop,mojitos86,5.0,false,0,0,1,2.0,0,0,104.73,134355160511
Turn,Xagua,16.0,false,1,6.0,1,2.0,2,4,76.42,134355190631
Flop,mojitos86,24.0,false,1,6.0,2,8.0,1,1,102.73,134355255987
Turn,DecimusMax,12.0,false,1,7.0,1,2.0,1,3,204.02,134355385486
Flop,Xagua,11.0,true,1,6.0,1,2.0,1,1,79.7,134355463683
Flop,Jafeeio,10.0,false,1,7.0,1,2.0,1,0,200.0,134355543363
PreFlop,4getDa$,4.0,false,0,0,1,2.0,0,0,200.0,134355600459
Flop,mojitos86,11.0,false,1,6.0,1,2.0,1,0,114.65,134355643604
River,4getDa$,162.0,false,2,173.0,2,8.0,4,3,200.0,134355705578
PreFlop,4getDa$,13.0,false,0,0,2,7.0,0,0,292.2,134355841558
Turn,Predators999,9.08,true,1,5.0,1,2.0,1,3,235.36,134355911013
Flop,Zockermicha,8.0,false,1,4.81,1,2.0,1,0,237.69,134355978527
River,mojitos86,66.76,false,1,16.88,2,8.0,2,4,118.15,134356035115
Flop,Predators999,35.0,false,1,10.0,2,12.0,1,0,239.99,134356118881
Flop,DecimusMax,15.0,false,1,6.0,1,2.0,1,1,191.48,134356196084
PreFlop,Vyferka,11.0,false,0,0,2,6.0,0,0,200.0,134356246895
PreFlop,DecimusMax,36.0,false,0,0,3,26.0,0,0,193.8,134356349210
Flop,4getDa$,14.0,false,1,8.28,1,2.0,1,1,297.2,134356465555
PreFlop,Xagua,5.0,false,0,0,1,2.0,0,0,75.2,134356415989
River,Xagua,163.4,false,0,0,2,8.0,2,0,78.2,134356521406
Flop,mojitos86,20.0,false,1,10.0,1,2.0,2,1,137.23,134356566847
Turn,Vyferka,12.0,false,1,8.42,1,2.0,1,2,200.0,134356621876
PreFlop,mojitos86,5.0,false,0,0,1,2.0,0,0,150.33,134356753470
Flop,Xagua,13.0,false,1,8.0,1,2.0,1,1,154.6,134356683362
PreFlop,Vyferka,5.0,false,0,0,1,2.0,0,0,206.46,134356819604
PreFlop,Predators999,5.0,false,0,0,1,2.0,0,0,228.41,134356788017
PreFlop,Zockermicha,2.0,false,0,0,0,0,0,0,232.33,134356953726
River,Jafeeio,408.0,false,0,0,4,66.0,2,0,200.0,134356856423
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,318.55,134357091605
Turn,4getDa$,45.0,false,2,15.0,2,10.0,2,2,296.57,134356989863
PreFlop,Vyferka,14.0,false,0,0,2,8.0,0,0,207.46,134357121086
Flop,Predators999,15.0,false,1,8.0,1,2.0,1,0,228.41,134357165616
PreFlop,Jafeeio,13.0,true,0,0,2,7.0,0,0,200.0,134357259407
Flop,DecimusMax,31.0,false,1,10.0,2,7.0,1,0,190.4,134357352423
Flop,Zockermicha,13.0,false,1,7.82,1,2.0,1,1,226.33,134357437113
Flop,Zockermicha,29.0,false,1,8.0,2,10.0,1,1,232.75,134357490298
Turn,Vyferka,9.0,false,1,4.0,1,2.0,1,2,200.0,134357636865
Flop,mojitos86,27.0,true,1,12.0,2,7.0,1,1,143.33,134357568569
PreFlop,Zockermicha,14.0,false,0,0,2,7.5,0,0,241.45,134357686486
Flop,Zockermicha,15.0,false,1,9.02,1,2.0,1,0,249.95,134357743028
PreFlop,Xagua,5.0,false,0,0,1,2.0,0,0,141.02,134357779469
Flop,Vyferka,15.0,false,1,8.0,1,2.0,1,0,200.0,134357799696
Flop,mojitos86,17.0,false,1,4.0,2,6.0,1,1,151.61,134357839080
PreFlop,Zockermicha,2.0,false,0,0,0,0,0,0,258.27,134357907511
PreFlop,Predators999,5.0,false,0,0,1,2.0,0,0,233.73,134357948342
PreFlop,DecimusMax,5.0,false,0,0,1,2.0,0,0,193.0,134357986221
PreFlop,Jafeeio,2.0,false,0,0,0,0,0,0,200.0,134358011576
PreFlop,Xagua,5.0,false,0,0,1,2.0,0,0,141.02,134358026980
PreFlop,Xagua,5.0,false,0,0,1,2.0,0,0,144.02,134358062839
PreFlop,Zockermicha,5.0,false,0,0,1,2.0,0,0,258.27,134358093679
PreFlop,Vyferka,5.0,false,0,0,1,2.0,0,0,205.32,134358130009
Flop,Igoriah,23.0,false,1,12.0,1,2.0,1,0,200.0,134358187057
Flop,Vyferka,18.0,false,1,10.0,1,2.0,3,0,208.32,134358252027
River,Zockermicha,28.64,false,2,27.51,1,2.0,2,4,258.27,134358304821
Turn,ALLINBOJO,57.96,false,2,69.67,1,2.0,4,2,182.0,134358390898
Flop,DecimusMax,14.0,false,1,10.0,1,2.0,2,1,193.0,134358488482
PreFlop,Xagua,2.0,false,0,0,0,0,0,0,143.02,134358649626
River,ALLINBOJO,5.0,false,0,0,0,0,1,7,211.03,134358587051
PreFlop,Zockermicha,5.0,false,0,0,1,2.0,0,0,268.8,134358750103
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,200.0,134358715989
PreFlop,Vyferka,2.0,false,0,0,0,0,0,0,200.0,134358692701
PreFlop,Xagua,5.0,false,0,0,1,2.0,0,0,143.02,134358880797
PreFlop,DecimusMax,2.0,false,0,0,0,0,0,0,201.37,134358843168
PreFlop,Predators999,5.0,true,0,0,1,2.0,0,0,230.73,134358981619
River,Vyferka,75.0,false,2,30.0,1,2.0,3,2,200.0,134358907838
River,Zockermicha,292.04,false,1,7.22,3,41.22,2,0,269.8,134359028763
PreFlop,uonlylive1ce,2.0,false,0,0,0,0,0,0,210.06,134359095532
River,Igoriah,35.8,false,3,38.4,0,0,4,1,200.0,134359131270
PreFlop,Igoriah,4.0,false,0,0,1,2.0,0,0,217.79,134359185083
River,Igoriah,148.0,true,2,49.46,2,13.46,3,3,219.79,134359220774
PreFlop,uonlylive1ce,37.0,false,0,0,3,26.0,0,0,210.06,134359296636
PreFlop,DecimusMax,5.0,true,0,0,1,2.0,0,0,197.0,134359383006
PreFlop,matiko09,2.0,false,0,0,0,0,0,0,200.0,134359403645
PreFlop,Vyferka,2.0,false,0,0,0,0,0,0,235.2,134359426876
Turn,Igoriah,9.68,false,1,7.0,1,2.0,1,2,291.99,134359450795
PreFlop,Vyferka,5.0,false,0,0,1,2.0,0,0,222.2,134359578787
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,295.89,134359666520
Flop,Fathead27,24.0,false,1,18.0,1,2.0,4,0,200.0,134359719079
Flop,LiftGrind,19.0,false,1,11.97,1,2.0,3,2,200.0,134359783891
River,Zockermicha,45.62,true,3,49.68000000000001,1,2.0,3,3,403.02,134359852299
PreFlop,DecimusMax,5.0,false,0,0,1,2.0,0,0,211.7,134359947397
PreFlop,Vyferka,5.0,true,0,0,1,2.0,0,0,201.89,134359983405
Flop,LiftGrind,63.0,false,1,38.0,2,8.0,2,0,212.14,134360019072
Flop,uonlylive1ce,21.0,false,1,10.03,1,2.0,2,0,229.06,134360286736
PreFlop,matiko09,5.0,false,0,0,1,2.0,0,0,200.0,134360371400
River,matiko09,49.0,false,1,14.0,1,2.0,3,6,203.0,134360417377
River,uonlylive1ce,72.28,false,2,30.72,1,2.0,3,3,218.12,134360560472
Flop,Vyferka,15.0,false,1,8.0,1,2.0,1,1,200.0,134360657943
PreFlop,Vyferka,5.0,false,0,0,1,2.0,0,0,208.32,134360716520
Flop,ALLINBOJO,51.0,false,1,2.0,3,9.0,2,0,58.41,134360760291
River,ALLINBOJO,15.0,false,0,0,1,2.0,2,6,85.11,134360859153
River,LiftGrind,408.0,false,2,68.52,3,70.52,4,1,244.76,134360927754
River,uonlylive1ce,188.86,false,2,57.0,2,39.0,4,0,250.46,134361052424
River,matiko09,105.0,false,2,42.0,1,2.0,4,3,215.8,134361125408
River,uonlylive1ce,54.1,false,2,22.13,1,2.0,3,2,343.09,134361242122
River,uonlylive1ce,132.52,false,2,50.0,2,6.42,3,2,368.21,134361346354
PreFlop,Bars64888,4.0,false,0,0,1,2.0,0,0,200.0,134361480521
